,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
197,21545,Piso en venta en calle Puerto Lápice,"San Andrés, Madrid",68.0,63.0,3,1.0,,,,,Calle Puerto Lápice,True,Calle Puerto Lápice,,,4,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,517,,False,95000,1397,True,HouseType 1: Pisos,True,False,,False,True,,True,,False,True,,,True,,,,,,,F,False,,,,,False,True,False,True
198,21544,Piso en venta en San Andrés,"Villaverde, Madrid",50.0,,2,1.0,,,,,,True,,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,566,,False,106000,2120,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
199,21543,Piso en venta en San Andrés,"Villaverde, Madrid",114.0,,4,2.0,,,,,,True,,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,1006,,False,229000,2009,True,HouseType 1: Pisos,False,False,1987.0,False,True,,True,True,True,True,,,True,,,,,True,,en trámite,False,,,,,,,,
200,21542,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",81.0,,3,2.0,,,,,Calle Transversal Sexta,True,Calle Transversal Sexta,,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,155000,1914,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,,,,True,,,True,True,en trámite,True,,,True,0.0,,,,
201,21541,Piso en venta en villaverde a perales,"Butarque, Madrid",91.0,77.0,2,2.0,,,,,villaverde a perales,True,villaverde a perales,,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228208,2508,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
202,21540,Piso en venta en calle Tántalo,"Butarque, Madrid",95.0,,3,1.0,,,,,Calle Tántalo,True,Calle Tántalo,,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,539,,False,100000,1053,True,HouseType 1: Pisos,True,False,1970.0,False,True,,,,False,True,,,,True,,,,,,en trámite,False,,,,,False,True,False,True
203,21539,Piso en venta en San Andrés,"Villaverde, Madrid",80.0,,3,1.0,,,,,,True,,,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,705,,False,140000,1750,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True
204,21538,Piso en venta en calle de Juan Peñalver,"San Andrés, Madrid",60.0,56.0,2,1.0,,,,,Calle de Juan Peñalver,True,Calle de Juan Peñalver,,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,561,,False,105000,1750,True,HouseType 1: Pisos,False,False,1967.0,,,,,,False,,,,True,,,,,,,no indicado,False,,,,,,,,
205,21537,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",80.0,,3,1.0,,,,,Calle Alcocer,True,Calle Alcocer,,,3,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,798,,False,165000,2062,True,HouseType 1: Pisos,False,False,1977.0,True,False,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
206,21536,Piso en venta en Rocafort,"San Cristóbal, Madrid",60.0,50.0,2,1.0,,,,,Rocafort,True,Rocafort,,,5,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,413,,False,73000,1217,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,,True,True,,,,,,,,,,en trámite,False,,,,,False,True,False,True
207,21535,Piso en venta en calle Lenguas,"San Andrés, Madrid",50.0,,1,1.0,,,,,Calle Lenguas,True,Calle Lenguas,,,6,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,777,,False,159000,3180,True,HouseType 1: Pisos,False,False,2007.0,False,True,,True,True,True,True,,True,,,True,,,True,True,en trámite,True,,,True,0.0,,,,
208,21534,Piso en venta en San Andrés,"Villaverde, Madrid",136.0,76.0,3,1.0,,,,,,True,,,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,690,,False,135990,1000,True,HouseType 1: Pisos,False,False,1967.0,,,,,,False,True,,,True,True,True,,,,,en trámite,False,,,,,False,False,True,True
209,21533,Piso en venta en calle de Eduardo Barreiros,"Los Ángeles, Madrid",96.0,,2,2.0,,,,,Calle de Eduardo Barreiros,True,Calle de Eduardo Barreiros,,,7,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,948,,False,210000,2188,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
210,21532,Piso en venta en calle de Clara Schumann,"Los Rosales, Madrid",71.0,60.0,2,2.0,,,,,Calle de Clara Schumann,True,Calle de Clara Schumann,,,2,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,910,,False,198000,2789,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,,,True,,,True,,en trámite,False,,,,,False,False,False,True
211,21531,"Piso en venta en calle Diamante, Madrid","Los Rosales, Madrid",74.0,,2,1.0,,,,,"Calle Diamante, Madrid",True,"Calle Diamante, Madrid",,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,705,,False,139900,1891,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,
212,21530,Piso en venta en calle Moncada,"San Cristóbal, Madrid",65.0,60.0,2,1.0,,,,,Calle Moncada,True,Calle Moncada,,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,583,,False,110000,1692,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,True,False,True,,,,,,,,,,E,False,,,,,False,True,False,True
213,21529,Piso en venta en Los Ángeles,"Villaverde, Madrid",93.0,87.0,3,1.0,,,,,,True,,,,9,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,780,,False,160000,1720,True,HouseType 1: Pisos,True,False,1976.0,True,False,,True,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
214,21528,Piso en venta en paseo de alberto palacios,"San Andrés, Madrid",75.0,70.0,3,1.0,,,,,Paseo de alberto palacios,True,Paseo de alberto palacios,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,553,,False,103000,1373,True,HouseType 1: Pisos,False,False,1968.0,False,True,,,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,True,True
215,21527,"Piso en venta en calle Eduardo Minguito, 13","Los Rosales, Madrid",63.0,,3,1.0,,,,,"Calle Eduardo Minguito, 13",False,Calle Eduardo Minguito,13,,Entreplanta interior,True,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,539,,False,100000,1587,True,HouseType 1: Pisos,True,False,,,,,,,False,False,,,,,,,,,,en trámite,False,,,,,,,,
216,21526,Piso en venta en San Andrés,"Villaverde, Madrid",65.0,,3,1.0,,,,,,True,,,,4,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,494,,False,90000,1385,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
217,21525,Dúplex en venta en paseo de Alberto Palacios,"San Andrés, Madrid",115.0,92.0,3,1.0,,,,,Paseo de Alberto Palacios,True,Paseo de Alberto Palacios,,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,154900,1347,True,HouseType 4: Dúplex,False,,1975.0,False,True,,,True,,True,,,True,,True,,,,,en trámite,False,,,,,,,,
218,21524,Piso en venta en calle Benimamet,"San Cristóbal, Madrid",63.0,60.0,2,1.0,,,,,Calle Benimamet,True,Calle Benimamet,,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,458,,False,82260,1306,True,HouseType 1: Pisos,False,False,,False,True,,,,True,True,,,,,,,,True,,en trámite,False,,,,,,,,
219,21523,Piso en venta en Los Ángeles,"Villaverde, Madrid",72.0,67.0,3,1.0,,,,,,True,,,,6,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,703,,False,139400,1936,True,HouseType 1: Pisos,False,False,1961.0,False,True,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
220,21522,"Piso en venta en calle Principal, 16","San Andrés, Madrid",100.0,,2,2.0,,,,,"Calle Principal, 16",False,Calle Principal,16,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,154900,1549,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,,,,True,,,True,True,en trámite,True,,,True,0.0,,,,
221,21521,"Piso en venta en calle Transversal Sexta, 10","San Andrés, Madrid",90.0,70.0,3,2.0,,,,,"Calle Transversal Sexta, 10",False,Calle Transversal Sexta,10,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,155000,1722,True,HouseType 1: Pisos,False,False,1998.0,,,,True,True,True,True,,,True,,True,,,,True,C,True,,,True,0.0,False,False,True,True
222,21520,Piso en venta en calle de Beniferri,"San Cristóbal, Madrid",66.0,60.0,3,1.0,,,,,Calle de Beniferri,True,Calle de Beniferri,,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,485,,False,88000,1333,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
223,21519,"Piso en venta en calle Hermandad de Donantes de Sangre, 1","Los Ángeles, Madrid",102.0,,3,2.0,,,,,"Calle Hermandad de Donantes de Sangre, 1",False,Calle Hermandad de Donantes de Sangre,1,,5,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,994,,False,225000,2206,True,HouseType 1: Pisos,False,False,,True,False,,True,,True,True,,,True,,,,,True,,en trámite,False,,,,,,,,
224,21518,Piso en venta en Los Rosales,"Villaverde, Madrid",105.0,,2,1.0,,,,,,True,,,,6,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,881,,False,189000,1800,True,HouseType 1: Pisos,False,False,1995.0,False,True,,True,True,True,True,,,True,,,,,True,,en trámite,True,,,True,0.0,,,,
225,21517,Piso en venta en BENITA LOPEZ,"Los Rosales, Madrid",95.0,,4,1.0,,,,,BENITA LOPEZ,True,BENITA LOPEZ,,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,698,,False,138000,1453,True,HouseType 1: Pisos,False,False,,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True
226,21516,"Piso en venta en avenida VERBENA DE LA PALOMA, 17","Los Ángeles, Madrid",120.0,,3,1.0,,,,,"Avenida VERBENA DE LA PALOMA, 17",False,Avenida VERBENA DE LA PALOMA,17,,2,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,901,,False,195000,1625,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,
227,21515,"Piso en venta en calle de la Esmaltina, 1","Butarque, Madrid",90.0,,3,2.0,,,,,"Calle de la Esmaltina, 1",False,Calle de la Esmaltina,1,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,985,,False,222000,2467,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,,,True,,,True,,D,True,,,True,0.0,False,True,False,True
228,21514,"Piso en venta en calle de Sáhara, 83","Los Rosales, Madrid",64.0,,3,1.0,,,,,"Calle de Sáhara, 83",False,Calle de Sáhara,83,,Bajo,True,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,449,,False,80500,1258,True,HouseType 1: Pisos,True,False,,False,True,,,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True
229,21513,"Piso en venta en calle la Dolorosa, 10","Los Ángeles, Madrid",80.0,65.0,3,1.0,,,,,"Calle la Dolorosa, 10",False,Calle la Dolorosa,10,,3,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,857,,False,182000,2275,True,HouseType 1: Pisos,False,False,1974.0,,,,True,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
230,21512,"Piso en venta en calle Antimonio, 7","San Andrés, Madrid",120.0,85.0,3,2.0,,,,,"Calle Antimonio, 7",False,Calle Antimonio,7,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,1187,,False,295000,2458,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,False,True,,,True,True,True,,,,,en trámite,True,,,True,0.0,True,False,True,False
231,21511,"Piso en venta en calle Eduardo Barreiros, 128","Los Ángeles, Madrid",82.0,71.0,2,2.0,,,,,"Calle Eduardo Barreiros, 128",False,Calle Eduardo Barreiros,128,,6,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,1122,,False,270000,3293,True,HouseType 1: Pisos,False,False,,,,,True,True,True,True,,True,,,True,,,,True,no indicado,True,,,True,0.0,,,,
232,21510,Piso en venta en calle Vicente Carballal,"Butarque, Madrid",81.0,,3,1.0,,,,,Calle Vicente Carballal,True,Calle Vicente Carballal,,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,609,,False,116100,1433,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,G,False,,,,,False,False,True,True
233,21509,"Piso en venta en calle María Barrientos, 4","Los Rosales, Madrid",103.0,,3,2.0,,,,,"Calle María Barrientos, 4",False,Calle María Barrientos,4,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1067,,False,250000,2427,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,True,,,True,,,,,inmueble exento,True,,,True,0.0,False,True,False,True
234,21508,Piso en venta en Los Ángeles,"Villaverde, Madrid",63.0,,3,1.0,,,,,,True,,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,446,,False,79900,1268,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
235,21507,Piso en venta en burjasot,"San Cristóbal, Madrid",70.0,,3,1.0,,,,,burjasot,True,burjasot,,,3,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,535,,False,99000,1414,True,HouseType 1: Pisos,False,False,,,,,True,,True,True,,,,,,,,,,en trámite,False,,,,,,,,
236,21506,"Piso en venta en calle de Beniferri, 63","San Cristóbal, Madrid",60.0,,3,1.0,,,,,"Calle de Beniferri, 63",False,Calle de Beniferri,63,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,420,,False,74550,1242,True,HouseType 1: Pisos,True,False,1960.0,False,True,,True,,False,,,,,,,,,,,no indicado,False,,,,,,,,
237,21505,Piso en venta en Los Rosales,"Villaverde, Madrid",45.0,36.0,2,1.0,,,,,,True,,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,561,,False,105000,2333,True,HouseType 1: Pisos,False,False,1960.0,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
238,21504,Piso en venta en LEONOR GONGORA,"Los Rosales, Madrid",95.0,85.0,3,1.0,,,,,LEONOR GONGORA,True,LEONOR GONGORA,,,2,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,666,,False,130000,1368,True,HouseType 1: Pisos,False,False,1985.0,False,True,,True,True,False,True,,,True,True,,,,True,,no indicado,False,,,,,False,True,False,True
239,21503,"Piso en venta en calle Santa Florencia, 15","Los Rosales, Madrid",70.0,,3,1.0,,,,,"Calle Santa Florencia, 15",False,Calle Santa Florencia,15,,2,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,625,,False,120000,1714,True,HouseType 1: Pisos,True,False,,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
240,21502,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",71.0,,3,1.0,,,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,740,,False,149000,2099,True,HouseType 1: Pisos,False,False,1970.0,,,,,,True,True,,,,,,,,,,E,False,,,,,,,,
241,21501,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",70.0,,3,1.0,,,,,Calle Villajoyosa,True,Calle Villajoyosa,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,686,,False,135000,1929,True,HouseType 1: Pisos,True,False,1969.0,False,True,,,,True,True,,,,,,,,,,E,False,,,,,,,,
242,21500,Piso en venta en calle Ciudadanía,"Los Rosales, Madrid",98.0,85.0,4,2.0,,,,,Calle Ciudadanía,True,Calle Ciudadanía,,,Bajo,True,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1009,,False,230000,2347,True,HouseType 1: Pisos,False,False,1977.0,False,True,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
243,21499,Piso en venta en calle Arechavaleta,"Los Ángeles, Madrid",55.0,,3,1.0,,,,,Calle Arechavaleta,True,Calle Arechavaleta,,,2,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,499,,False,91000,1655,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
244,21498,Piso en venta en calle Platino,"Los Rosales, Madrid",115.0,,4,1.0,,,,,Calle Platino,True,Calle Platino,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,867,,False,184900,1608,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,True,True,,,,,,en trámite,False,,,,,False,False,True,False
245,21497,"Piso en venta en calle del Bismuto, 1","San Andrés, Madrid",78.0,,3,1.0,,,,,"Calle del Bismuto, 1",False,Calle del Bismuto,1,,4,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,654,,False,127000,1628,True,HouseType 1: Pisos,False,,,,,,,,False,,,,True,,,,,,,E,False,,,,,,,,
246,21496,Piso en venta en calle de Rocafort,"San Cristóbal, Madrid",68.0,,3,1.0,,,,,Calle de Rocafort,True,Calle de Rocafort,,,4,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,465,,False,83900,1234,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
247,21495,"Piso en venta en calle de Gregorio Ortiz, 31","San Andrés, Madrid",120.0,110.0,3,1.0,,,,,"Calle de Gregorio Ortiz, 31",False,Calle de Gregorio Ortiz,31,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,851,,False,180000,1500,True,HouseType 1: Pisos,False,False,,,,,True,True,False,True,,True,True,,True,,,,True,en trámite,True,,,True,0.0,True,False,True,False
248,21494,Piso en venta en BENIFERRI,"San Cristóbal, Madrid",64.0,,3,1.0,,,,,BENIFERRI,True,BENIFERRI,,,1,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,428,,False,76000,1188,True,HouseType 1: Pisos,True,False,,False,True,,True,,False,True,,,,,,,,,,en trámite,False,,,,,False,True,True,False
249,21493,"Piso en venta en paseo de Gigantes y Cabezudos, 42","Los Ángeles, Madrid",92.0,,4,1.0,,,,,"Paseo de Gigantes y Cabezudos, 42",False,Paseo de Gigantes y Cabezudos,42,,5,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,791,,False,163000,1772,True,HouseType 1: Pisos,False,False,,,,,,,True,True,,,,,True,,,,,en trámite,False,,,,,,,,
250,21492,"Piso en venta en calle Limonita, 6","Butarque, Madrid",154.0,,3,2.0,,,,,"Calle Limonita, 6",False,Calle Limonita,6,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1148,,False,280000,1818,True,HouseType 1: Pisos,False,False,,,,,True,True,True,True,,True,True,,True,,,,True,no indicado,True,,,True,0.0,,,,
251,21491,"Piso en venta en Azufre, 3","Los Rosales, Madrid",105.0,95.0,3,2.0,,,,,"Azufre, 3",False,Azufre,3,,Bajo,True,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,851,,False,180000,1714,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,True,,True,,,,,D,False,,,,,False,False,True,False
252,21490,Piso en venta en San Andrés,"Villaverde, Madrid",70.0,60.0,2,1.0,,,,,,True,,,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,658,,False,128000,1829,True,HouseType 1: Pisos,False,False,1965.0,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,False,False,False,True
253,21489,Piso en venta en Los Ángeles,"Villaverde, Madrid",93.0,,3,1.0,,,,,,True,,,,2,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,803,,False,166200,1787,True,HouseType 1: Pisos,False,False,1972.0,True,False,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
254,21488,"Piso en venta en calle del Estroncio, 11","Los Rosales, Madrid",53.0,,3,1.0,,,,,"Calle del Estroncio, 11",False,Calle del Estroncio,11,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,601,,False,114300,2157,True,HouseType 1: Pisos,False,,,,,,,,False,,,,True,,,,,,,G,False,,,,,,,,
255,21487,Piso en venta en San Andrés,"Villaverde, Madrid",86.0,76.0,3,1.0,,,,,,True,,,,4,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,662,,False,129000,1500,True,HouseType 1: Pisos,False,False,1984.0,False,True,,True,True,True,False,,,True,,,,,True,,en trámite,False,,,,,False,False,True,False
256,21486,Piso en venta en Los Ángeles,"Villaverde, Madrid",75.0,65.0,3,2.0,,,,,,True,,,,1,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,674,,False,132000,1760,True,HouseType 1: Pisos,False,False,1961.0,,,,,,False,True,,,,,True,,,,,en trámite,False,,,,,,,,
257,21485,Piso en venta en San Andrés,"Villaverde, Madrid",85.0,75.0,3,1.0,,,,,,True,,,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,686,,False,135000,1588,True,HouseType 1: Pisos,False,False,1969.0,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,False,True,True,False
258,21484,Piso en venta en San Andrés,"Villaverde, Madrid",65.0,58.0,2,1.0,,,,,,True,,,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,535,,False,99000,1523,True,HouseType 1: Pisos,False,False,1950.0,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,False,True,True,False
259,21483,"Piso en venta en calle del estroncio, 11","Los Rosales, Madrid",53.0,,3,1.0,,,,,"Calle del estroncio, 11",False,Calle del estroncio,11,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,601,,False,114300,2157,True,HouseType 1: Pisos,False,,,,,,,,False,,,,,,,,,,,G,False,,,,,,,,
260,21482,Piso en venta en calle de Beniferri,"San Cristóbal, Madrid",68.0,62.0,3,1.0,,,,,Calle de Beniferri,True,Calle de Beniferri,,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,485,,False,88000,1294,True,HouseType 1: Pisos,False,False,,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
261,21481,"Piso en venta en calle el Huésped del Sevillano, Madrid","Los Ángeles, Madrid",75.0,,3,1.0,,,,,"Calle el Huésped del Sevillano, Madrid",True,"Calle el Huésped del Sevillano, Madrid",,,5,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,583,,False,110000,1467,True,HouseType 1: Pisos,False,False,,,,,,,False,False,,,,,,,,,,en trámite,False,,,,,,,,
262,21480,"Piso en venta en calle Magnesia, 12 , bis","San Andrés, Madrid",83.0,71.0,2,1.0,,,,,"Calle Magnesia, 12 , bis",False,Calle Magnesia,bis,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,728,,False,146000,1759,True,HouseType 1: Pisos,False,False,2003.0,False,True,,,True,True,True,,,True,True,True,,,True,,en trámite,False,,,,,,,,
263,21479,"Piso en venta en calle del Talco, 85","San Andrés, Madrid",95.0,,3,1.0,,,,,"Calle del Talco, 85",False,Calle del Talco,85,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,592,,False,112000,1179,True,HouseType 1: Pisos,True,False,,,,,,,False,False,,,True,,True,,,,,en trámite,False,,,,,False,True,False,True
264,21478,"Piso en venta en calle de Rocafort, 14 j","San Cristóbal, Madrid",30.0,27.0,1,1.0,,,,,"Calle de Rocafort, 14 j",False,Calle de Rocafort,14 j,,Bajo,True,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,342,,False,59000,1967,True,HouseType 1: Pisos,False,False,1960.0,,,,,,False,True,,,,,,,,True,True,E,False,,,,,,,,
265,21477,Piso en venta en maricara,"Butarque, Madrid",53.0,,1,1.0,,,,,maricara,True,maricara,,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,728,,False,146000,2755,True,HouseType 1: Pisos,False,False,,False,True,,,True,True,True,,True,True,,True,,,,,en trámite,True,,,True,0.0,,,,
266,21476,"Ático en venta en calle Estefanita, 6","Butarque, Madrid",125.0,,3,3.0,,,,,"Calle Estefanita, 6",False,Calle Estefanita,6,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2200,True,HouseType 5: Áticos,False,False,2004.0,,,,,,True,True,,True,True,,True,,,,True,en trámite,False,,,,,,,,
267,21475,Piso en venta en San Andrés,"Villaverde, Madrid",153.0,102.0,4,2.0,,,,,,True,,,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,844,,False,178000,1163,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,,,,True,,,True,True,en trámite,True,,,True,0.0,False,False,False,True
